route_id,forecast_timestamp,forecast_volume_m3,vehicles_needed,utilization_rate,priority,call_recommended,lead_time_minutes,call_by_timestamp,estimated_total_cost,potential_savings,model_confidence
497.0,2025-05-30 11:00:00,157.89,2,0.974,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
500.0,2025-05-30 11:00:00,217.85,3,0.723,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
517.0,2025-05-30 11:00:00,73.93,1,0.924,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
519.0,2025-05-30 11:00:00,147.72,2,0.846,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
522.0,2025-05-30 11:00:00,150.69,2,0.884,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
530.0,2025-05-30 11:00:00,154.09,2,0.926,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
562.0,2025-05-30 11:00:00,156.79,2,0.96,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
595.0,2025-05-30 11:00:00,154.57,2,0.932,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
596.0,2025-05-30 11:00:00,75.84,1,0.948,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
603.0,2025-05-30 11:00:00,234.78,3,0.935,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
629.0,2025-05-30 11:00:00,75.82,1,0.948,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
635.0,2025-05-30 11:00:00,155.87,2,0.948,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
641.0,2025-05-30 11:00:00,223.08,3,0.789,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
663.0,2025-05-30 11:00:00,73.51,1,0.919,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
668.0,2025-05-30 11:00:00,74.87,1,0.936,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
706.0,2025-05-30 11:00:00,222.73,3,0.784,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
727.0,2025-05-30 11:00:00,72.7,1,0.909,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
736.0,2025-05-30 11:00:00,74.78,1,0.935,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
746.0,2025-05-30 11:00:00,72.03,1,0.9,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
753.0,2025-05-30 11:00:00,155.11,2,0.939,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
756.0,2025-05-30 11:00:00,78.52,1,0.981,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
766.0,2025-05-30 11:00:00,73.54,1,0.919,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
772.0,2025-05-30 11:00:00,73.54,1,0.919,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
777.0,2025-05-30 11:00:00,152.37,2,0.905,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
784.0,2025-05-30 11:00:00,150.25,2,0.878,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
813.0,2025-05-30 11:00:00,72.76,1,0.909,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
817.0,2025-05-30 11:00:00,157.83,2,0.973,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
825.0,2025-05-30 11:00:00,76.47,1,0.956,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
826.0,2025-05-30 11:00:00,158.11,2,0.976,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
827.0,2025-05-30 11:00:00,236.2,3,0.952,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
829.0,2025-05-30 11:00:00,79.6,1,0.995,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
835.0,2025-05-30 11:00:00,78.4,1,0.98,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
845.0,2025-05-30 11:00:00,148.11,2,0.851,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
863.0,2025-05-30 11:00:00,218.66,3,0.733,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
885.0,2025-05-30 11:00:00,149.48,2,0.868,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
908.0,2025-05-30 11:00:00,77.34,1,0.967,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
921.0,2025-05-30 11:00:00,73.84,1,0.923,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
925.0,2025-05-30 11:00:00,147.53,2,0.844,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
947.0,2025-05-30 11:00:00,72.91,1,0.911,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
954.0,2025-05-30 11:00:00,79.09,1,0.989,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
956.0,2025-05-30 11:00:00,225.71,3,0.821,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
957.0,2025-05-30 11:00:00,74.33,1,0.929,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
960.0,2025-05-30 11:00:00,307.54,4,0.844,HIGH,True,90,2025-05-30 09:30:00,30000,7500,0.85
967.0,2025-05-30 11:00:00,157.01,2,0.963,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
969.0,2025-05-30 11:00:00,78.66,1,0.983,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
979.0,2025-05-30 11:00:00,155.55,2,0.944,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
10.0,2025-05-30 11:30:00,157.85,2,0.973,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
12.0,2025-05-30 11:30:00,75.33,1,0.942,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
95.0,2025-05-30 11:30:00,149.59,2,0.87,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
105.0,2025-05-30 11:30:00,157.94,2,0.974,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
106.0,2025-05-30 11:30:00,74.11,1,0.926,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
109.0,2025-05-30 11:30:00,155.35,2,0.942,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
116.0,2025-05-30 11:30:00,78.24,1,0.978,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
132.0,2025-05-30 11:30:00,144.28,2,0.803,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
162.0,2025-05-30 11:30:00,221.69,3,0.771,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
167.0,2025-05-30 11:30:00,78.24,1,0.978,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
196.0,2025-05-30 11:30:00,218.72,3,0.734,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
209.0,2025-05-30 11:30:00,79.33,1,0.992,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
219.0,2025-05-30 11:30:00,156.28,2,0.954,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
221.0,2025-05-30 11:30:00,156.07,2,0.951,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
240.0,2025-05-30 11:30:00,73.93,1,0.924,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
261.0,2025-05-30 11:30:00,74.62,1,0.933,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
277.0,2025-05-30 11:30:00,73.07,1,0.913,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
292.0,2025-05-30 11:30:00,75.51,1,0.944,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
301.0,2025-05-30 11:30:00,159.93,2,0.999,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
307.0,2025-05-30 11:30:00,72.66,1,0.908,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
330.0,2025-05-30 11:30:00,152.87,2,0.911,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
356.0,2025-05-30 11:30:00,154.66,2,0.933,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
357.0,2025-05-30 11:30:00,73.71,1,0.921,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
359.0,2025-05-30 11:30:00,77.76,1,0.972,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
360.0,2025-05-30 11:30:00,159.76,2,0.997,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
367.0,2025-05-30 11:30:00,145.85,2,0.823,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
368.0,2025-05-30 11:30:00,147.52,2,0.844,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
374.0,2025-05-30 11:30:00,77.71,1,0.971,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
385.0,2025-05-30 11:30:00,154.98,2,0.937,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
391.0,2025-05-30 11:30:00,151.76,2,0.897,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
417.0,2025-05-30 11:30:00,76.59,1,0.957,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
424.0,2025-05-30 11:30:00,149.74,2,0.872,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
426.0,2025-05-30 11:30:00,76.74,1,0.959,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
435.0,2025-05-30 11:30:00,78.46,1,0.981,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
436.0,2025-05-30 11:30:00,72.44,1,0.906,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
476.0,2025-05-30 11:30:00,74.79,1,0.935,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
484.0,2025-05-30 11:30:00,78.95,1,0.987,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
497.0,2025-05-30 11:30:00,155.88,2,0.949,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
500.0,2025-05-30 11:30:00,220.85,3,0.761,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
517.0,2025-05-30 11:30:00,74.14,1,0.927,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
519.0,2025-05-30 11:30:00,147.68,2,0.846,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
522.0,2025-05-30 11:30:00,150.28,2,0.878,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
530.0,2025-05-30 11:30:00,155.54,2,0.944,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
562.0,2025-05-30 11:30:00,158.98,2,0.987,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
595.0,2025-05-30 11:30:00,156.9,2,0.961,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
596.0,2025-05-30 11:30:00,76.17,1,0.952,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
603.0,2025-05-30 11:30:00,235.95,3,0.949,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
629.0,2025-05-30 11:30:00,75.78,1,0.947,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
630.0,2025-05-30 11:30:00,144.66,2,0.808,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
635.0,2025-05-30 11:30:00,155.85,2,0.948,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
641.0,2025-05-30 11:30:00,224.49,3,0.806,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
663.0,2025-05-30 11:30:00,74.52,1,0.931,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
668.0,2025-05-30 11:30:00,75.77,1,0.947,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
698.0,2025-05-30 11:30:00,74.16,1,0.927,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
706.0,2025-05-30 11:30:00,223.16,3,0.789,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
727.0,2025-05-30 11:30:00,72.79,1,0.91,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
736.0,2025-05-30 11:30:00,74.84,1,0.935,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
746.0,2025-05-30 11:30:00,72.56,1,0.907,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
753.0,2025-05-30 11:30:00,154.17,2,0.927,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
756.0,2025-05-30 11:30:00,79.55,1,0.994,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
766.0,2025-05-30 11:30:00,72.04,1,0.901,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
772.0,2025-05-30 11:30:00,72.12,1,0.902,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
777.0,2025-05-30 11:30:00,152.02,2,0.9,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
784.0,2025-05-30 11:30:00,150.82,2,0.885,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
813.0,2025-05-30 11:30:00,72.56,1,0.907,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
817.0,2025-05-30 11:30:00,159.1,2,0.989,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
825.0,2025-05-30 11:30:00,76.71,1,0.959,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
826.0,2025-05-30 11:30:00,158.07,2,0.976,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
827.0,2025-05-30 11:30:00,238.19,3,0.977,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
829.0,2025-05-30 11:30:00,79.53,1,0.994,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
844.0,2025-05-30 11:30:00,144.46,2,0.806,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
845.0,2025-05-30 11:30:00,146.74,2,0.834,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
877.0,2025-05-30 11:30:00,159.84,2,0.998,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
885.0,2025-05-30 11:30:00,149.5,2,0.869,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
908.0,2025-05-30 11:30:00,78.47,1,0.981,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
918.0,2025-05-30 11:30:00,145.13,2,0.814,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
921.0,2025-05-30 11:30:00,73.9,1,0.924,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
925.0,2025-05-30 11:30:00,147.91,2,0.849,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
947.0,2025-05-30 11:30:00,73.22,1,0.915,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
954.0,2025-05-30 11:30:00,79.03,1,0.988,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
956.0,2025-05-30 11:30:00,227.21,3,0.84,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
957.0,2025-05-30 11:30:00,75.15,1,0.939,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
960.0,2025-05-30 11:30:00,307.68,4,0.846,HIGH,True,90,2025-05-30 10:00:00,30000,7500,0.85
967.0,2025-05-30 11:30:00,158.64,2,0.983,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
969.0,2025-05-30 11:30:00,78.65,1,0.983,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
979.0,2025-05-30 11:30:00,156.65,2,0.958,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
990.0,2025-05-30 11:30:00,144.69,2,0.809,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
1.0,2025-05-30 12:00:00,146.21,2,0.828,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
10.0,2025-05-30 12:00:00,153.49,2,0.919,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
12.0,2025-05-30 12:00:00,75.5,1,0.944,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
95.0,2025-05-30 12:00:00,151.32,2,0.892,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
106.0,2025-05-30 12:00:00,74.1,1,0.926,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
109.0,2025-05-30 12:00:00,155.46,2,0.943,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
116.0,2025-05-30 12:00:00,79.36,1,0.992,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
132.0,2025-05-30 12:00:00,144.65,2,0.808,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
133.0,2025-05-30 12:00:00,79.72,1,0.997,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
162.0,2025-05-30 12:00:00,223.49,3,0.794,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
167.0,2025-05-30 12:00:00,78.65,1,0.983,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
196.0,2025-05-30 12:00:00,219.37,3,0.742,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
205.0,2025-05-30 12:00:00,144.65,2,0.808,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
209.0,2025-05-30 12:00:00,79.99,1,1.0,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
219.0,2025-05-30 12:00:00,152.99,2,0.912,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
221.0,2025-05-30 12:00:00,156.1,2,0.951,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
240.0,2025-05-30 12:00:00,75.22,1,0.94,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
261.0,2025-05-30 12:00:00,74.58,1,0.932,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
277.0,2025-05-30 12:00:00,74.57,1,0.932,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
292.0,2025-05-30 12:00:00,76.71,1,0.959,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
301.0,2025-05-30 12:00:00,159.8,2,0.998,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
330.0,2025-05-30 12:00:00,154.7,2,0.934,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
356.0,2025-05-30 12:00:00,152.78,2,0.91,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
357.0,2025-05-30 12:00:00,73.76,1,0.922,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
359.0,2025-05-30 12:00:00,77.8,1,0.972,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
360.0,2025-05-30 12:00:00,159.83,2,0.998,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
367.0,2025-05-30 12:00:00,145.81,2,0.823,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
368.0,2025-05-30 12:00:00,147.55,2,0.844,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
374.0,2025-05-30 12:00:00,79.82,1,0.998,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
385.0,2025-05-30 12:00:00,154.67,2,0.933,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
391.0,2025-05-30 12:00:00,153.02,2,0.913,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
417.0,2025-05-30 12:00:00,77.66,1,0.971,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
424.0,2025-05-30 12:00:00,150.46,2,0.881,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
426.0,2025-05-30 12:00:00,76.64,1,0.958,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
435.0,2025-05-30 12:00:00,79.5,1,0.994,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
436.0,2025-05-30 12:00:00,72.55,1,0.907,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
476.0,2025-05-30 12:00:00,74.81,1,0.935,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
484.0,2025-05-30 12:00:00,74.81,1,0.935,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
497.0,2025-05-30 12:00:00,152.48,2,0.906,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
500.0,2025-05-30 12:00:00,222.32,3,0.779,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
517.0,2025-05-30 12:00:00,74.16,1,0.927,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
519.0,2025-05-30 12:00:00,147.62,2,0.845,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
522.0,2025-05-30 12:00:00,149.85,2,0.873,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
530.0,2025-05-30 12:00:00,157.62,2,0.97,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
576.0,2025-05-30 12:00:00,72.06,1,0.901,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
595.0,2025-05-30 12:00:00,158.28,2,0.979,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
596.0,2025-05-30 12:00:00,76.59,1,0.957,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
603.0,2025-05-30 12:00:00,236.76,3,0.959,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
629.0,2025-05-30 12:00:00,75.7,1,0.946,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
630.0,2025-05-30 12:00:00,146.32,2,0.829,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
635.0,2025-05-30 12:00:00,155.8,2,0.948,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
641.0,2025-05-30 12:00:00,228.39,3,0.855,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
663.0,2025-05-30 12:00:00,75.64,1,0.945,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
668.0,2025-05-30 12:00:00,76.89,1,0.961,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
671.0,2025-05-30 12:00:00,79.04,1,0.988,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
696.0,2025-05-30 12:00:00,147.57,2,0.845,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
698.0,2025-05-30 12:00:00,77.01,1,0.963,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
706.0,2025-05-30 12:00:00,223.87,3,0.798,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
727.0,2025-05-30 12:00:00,73.02,1,0.913,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
736.0,2025-05-30 12:00:00,75.41,1,0.943,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
746.0,2025-05-30 12:00:00,73.44,1,0.918,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
753.0,2025-05-30 12:00:00,154.92,2,0.937,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
777.0,2025-05-30 12:00:00,151.71,2,0.896,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
784.0,2025-05-30 12:00:00,152.58,2,0.907,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
